[2025-07-11 23:20:08] [INFO    ] discord.client: logging in using static token
[2025-07-11 23:20:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 2, 'op': 0, 'd': {'premium_progress_bar_enabled': False, 'embedded_activities': [], 'default_message_notifications': 1, 'profile': None, 'latest_onboarding_question_id': None, 'system_channel_id': '1052749073846902866', 'splash': None, 'home_header': None, 'member_count': 12, 'nsfw_level': 0, 'application_command_counts': {}, 'voice_states': [], 'id': '1052749073846902864', 'emojis': [], 'inventory_settings': None, 'name': 'La taberna Jurásica 🐉', 'region': 'deprecated', 'unavailable': False, 'vanity_url_code': None, 'stickers': [], 'premium_features': None, 'moderator_reporting': None, 'threads': [], 'premium_tier': 0, 'roles': [{'version': 1683110787955, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2222085186637377', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1052749073846902864', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1671207631147, 'unicode_emoji': None, 'tags': {'bot_id': '155149108183695360'}, 'position': 8, 'permissions': '10310055718079', 'name': 'Dyno', 'mentionable': False, 'managed': True, 'id': '1052972353065328656', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1671207631344, 'unicode_emoji': None, 'tags': {}, 'position': 7, 'permissions': '28587302321919', 'name': 'Administrador', 'mentionable': False, 'managed': False, 'id': '1052975449652858880', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 10038562}, 'color': 10038562}, {'version': 1671207631139, 'unicode_emoji': None, 'tags': {}, 'position': 6, 'permissions': '1071698529857', 'name': 'Tecnologo', 'mentionable': False, 'managed': False, 'id': '1052975622986682459', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 3066993}, 'color': 3066993}, {'version': 1671207631135, 'unicode_emoji': None, 'tags': {}, 'position': 5, 'permissions': '1071698529857', 'name': 'Gamer', 'mentionable': False, 'managed': False, 'id': '1052975782244405368', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15844367}, 'color': 15844367}, {'version': 1671207631127, 'unicode_emoji': None, 'tags': {}, 'position': 4, 'permissions': '1071698529857', 'name': 'Cientifico', 'mentionable': False, 'managed': False, 'id': '1052975879925551134', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 1146986}, 'color': 1146986}, {'version': 1671207631123, 'unicode_emoji': None, 'tags': {}, 'position': 3, 'permissions': '1071698529857', 'name': 'Samaritano', 'mentionable': False, 'managed': False, 'id': '1052976314711289887', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 10181046}, 'color': 10181046}, {'version': 1671207631118, 'unicode_emoji': None, 'tags': {}, 'position': 2, 'permissions': '1071698529857', 'name': 'Bot', 'mentionable': False, 'managed': False, 'id': '1052999197227487343', 'icon': None, 'hoist': True, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 6323595}, 'color': 6323595}, {'version': 1722900385231, 'unicode_emoji': None, 'tags': {'bot_id': '491769129318088714'}, 'position': 1, 'permissions': '275147508760', 'name': 'Statbot', 'mentionable': False, 'managed': True, 'id': '1270161018198425675', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752291567137, 'unicode_emoji': None, 'tags': {'bot_id': '1393434644833370163'}, 'position': 1, 'permissions': '8', 'name': 'di-motivandote', 'mentionable': False, 'managed': True, 'id': '1393436569867784345', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}], 'max_stage_video_channel_users': 50, 'banner': None, 'discovery_splash': None, 'afk_channel_id': None, 'description': None, 'max_video_channel_users': 25, 'safety_alerts_channel_id': None, 'owner_id': '453332789895364629', 'large': False, 'rules_channel_id': '1052974232847515689', 'public_updates_channel_id': '1052974233342447656', 'features': ['NEWS', 'COMMUNITY', 'SOUNDBOARD'], 'activity_instances': [], 'guild_scheduled_events': [], 'incidents_data': None, 'premium_subscription_count': 0, 'stage_instances': [], 'nsfw': False, 'mfa_level': 0, 'max_members': 2500000, 'verification_level': 1, 'lazy': True, 'afk_timeout': 300, 'owner_configured_content_level': 0, 'icon': 'bbc4708aaf2128e4ab1163a9099ef850', 'system_channel_flags': 8, 'preferred_locale': 'en-US', 'application_id': None, 'members': [{'user': {'username': 'di-motivandote-BOT', 'public_flags': 0, 'primary_guild': None, 'id': '1393434644833370163', 'global_name': None, 'display_name': None, 'discriminator': '1246', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '42d77eb91ed425e53ea8e1dc58cd685f'}, 'roles': ['1393436569867784345'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-12T03:39:27.177116+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'explicit_content_filter': 2, 'version': 1752292542918, 'presences': [], 'soundboard_sounds': [], 'joined_at': '2025-07-12T03:39:27.177116+00:00', 'hub_type': None, 'channels': [{'version': 1751921098890, 'type': 4, 'position': 0, 'permission_overwrites': [], 'parent_id': None, 'name': '🎈 Información', 'id': '1052749073846902865', 'flags': 0}, {'version': 1751920060245, 'type': 0, 'topic': 'Canal de Bienvenida al servidor', 'rate_limit_per_user': 0, 'position': 1, 'permission_overwrites': [], 'parent_id': '1052749073846902865', 'nsfw': False, 'name': '🍻-bienvenida-y-reglas', 'last_pin_timestamp': '2022-12-15T17:24:43+00:00', 'last_message_id': '1393440529047621763', 'id': '1052749073846902866', 'flags': 0}, {'version': 1751920060264, 'type': 0, 'topic': 'Canal para Anuncios especiales y otras noticias', 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [], 'parent_id': '1052749073846902865', 'nsfw': False, 'name': '📢-anuncios', 'last_message_id': '1213196426797121597', 'id': '1052749074325061712', 'flags': 0}, {'version': 1751921045268, 'type': 4, 'position': 1, 'permission_overwrites': [], 'parent_id': None, 'name': '📄 Canales de texto', 'id': '1052749074325061714', 'flags': 0}, {'version': 1751920057865, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1052749074325061714', 'nsfw': False, 'name': '🎈-general', 'last_message_id': '1213196429540069397', 'id': '1052749074325061715', 'flags': 0}, {'version': 1751920057877, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1052749074325061714', 'nsfw': False, 'name': '🎩-curiosidades', 'last_message_id': '1213196431545073747', 'id': '1052749074325061716', 'flags': 0}, {'version': 1751920057892, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '1052749074325061714', 'nsfw': False, 'name': '🎮-gaming', 'last_message_id': '1213196434711519325', 'id': '1052749074325061717', 'flags': 0}, {'version': 1751921140686, 'type': 4, 'position': 2, 'permission_overwrites': [], 'parent_id': None, 'name': '<🔊 Canales de voz', 'id': '1052749074325061718', 'flags': 0}, {'version': 1751920027112, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 4, 'permission_overwrites': [], 'parent_id': '1052749074325061718', 'nsfw': False, 'name': '🍻 Taberna', 'last_message_id': '1194325820781645944', 'id': '1052749074325061720', 'flags': 0, 'bitrate': 64000}, {'version': 1751919905010, 'user_limit': 7, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 5, 'permission_overwrites': [], 'parent_id': '1052749074325061718', 'nsfw': False, 'name': '✨ Dota 2', 'last_message_id': '1144399066881589278', 'id': '1052749302943977512', 'flags': 0, 'bitrate': 64000}, {'version': 1751920057975, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 7, 'permission_overwrites': [], 'parent_id': '1052749074325061714', 'nsfw': False, 'name': '👒-anime', 'last_message_id': '1213196438654296165', 'id': '1052750559737806898', 'flags': 0}, {'version': 1751920060277, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 3, 'permission_overwrites': [{'type': 0, 'id': '1052749073846902864', 'deny': '377957308416', 'allow': '0'}], 'parent_id': '1052749073846902865', 'nsfw': False, 'name': '🔐-roles', 'last_message_id': '1312314340074061835', 'id': '1052973411439235214', 'flags': 0}, {'version': 1751920060226, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1052749073846902865', 'nsfw': False, 'name': 'rules', 'last_message_id': '1053833511322271877', 'id': '1052974232847515689', 'flags': 0}, {'version': 1751919974288, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 8, 'permission_overwrites': [{'type': 0, 'id': '1052749073846902864', 'deny': '1024', 'allow': '0'}], 'parent_id': '1053351179008086157', 'nsfw': False, 'name': 'moderator-only', 'last_message_id': '1250284009942941838', 'id': '1052974233342447656', 'flags': 0}, {'version': 1671208891398, 'type': 4, 'position': 7, 'permission_overwrites': [], 'name': 'Administradores', 'id': '1053351179008086157', 'flags': 0}, {'version': 1751919909883, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 6, 'permission_overwrites': [], 'parent_id': '1052749074325061718', 'nsfw': False, 'name': '⚔ Albion Online', 'last_message_id': '1289037475628585010', 'id': '1206406939047759932', 'flags': 0, 'bitrate': 64000}, {'version': 1752293896422, 'user_limit': 0, 'type': 2, 'status': None, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 2, 'permission_overwrites': [{'type': 0, 'id': '1052749073846902864', 'deny': '2098566989871953', 'allow': '1024'}, {'type': 1, 'id': '491769129318088714', 'deny': '0', 'allow': '1049616'}], 'parent_id': None, 'nsfw': True, 'name': 'UTC -\xa04:17am', 'last_message_id': None, 'id': '1270163406002978838', 'flags': 0, 'bitrate': 64000}, {'version': 1752292588762, 'type': 0, 'topic': 'Frases diarias que nadie pidió', 'rate_limit_per_user': 0, 'position': 9, 'permission_overwrites': [], 'parent_id': '1052749074325061714', 'nsfw': False, 'name': '📖-frase-motivandola', 'last_message_id': '1393446799645081632', 'id': '1393440797663297597', 'flags': 0}]}}
[2025-07-11 23:20:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-11 23:20:10] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 3, 'op': 0, 'd': {'nonce': 'e56838370320a5bead76f432e4c5d35b', 'members': [{'user': {'username': 'Dyno', 'public_flags': 589824, 'primary_guild': None, 'id': '155149108183695360', 'global_name': None, 'display_name': None, 'discriminator': '3861', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'b4fdfc64edff74c37e1574d34fad66c2'}, 'roles': ['1052972353065328656', '1052999197227487343'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-15T15:36:12.373000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'jesusugas', 'public_flags': 0, 'primary_guild': None, 'id': '267025739256299521', 'global_name': 'Killua', 'display_name': 'Killua', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'c5f1b74a48456ba56485113b5419da21'}, 'roles': ['1052975449652858880', '1052975622986682459', '1052975782244405368', '1052975879925551134'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-15T16:30:51.437000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'ohhyeaa', 'public_flags': 0, 'primary_guild': None, 'id': '303301512887533578', 'global_name': 'OhhYeaa / Rextyl', 'display_name': 'OhhYeaa / Rextyl', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '58abb64074ebb03518bdd6a13163d78f'}, 'roles': ['1052975449652858880', '1052975622986682459', '1052975782244405368', '1052975879925551134'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-15T17:03:46.749000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'flozada', 'public_flags': 0, 'primary_guild': None, 'id': '346373714486493194', 'global_name': 'LoztaMgta', 'display_name': 'LoztaMgta', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'e5a094710eaba02593382779f365fc3c'}, 'roles': ['1052975449652858880'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-15T00:57:00.676000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'dimas8537', 'public_flags': 256, 'primary_guild': None, 'id': '453332789895364629', 'global_name': 'DimasX', 'display_name': 'DimasX', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'd485ed1f63360ac09e673cd4f17a3d33'}, 'roles': ['1052975449652858880', '1052975782244405368', '1052975622986682459', '1052975879925551134', '1052976314711289887'], 'premium_since': None, 'pending': False, 'nick': '[D]imasX', 'mute': False, 'joined_at': '2022-12-15T00:48:58.391000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'devadrian.', 'public_flags': 0, 'primary_guild': None, 'id': '486314414954250242', 'global_name': None, 'display_name': None, 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1052975449652858880'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-25T16:25:43.639000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Statbot', 'public_flags': 589824, 'primary_guild': None, 'id': '491769129318088714', 'global_name': None, 'display_name': None, 'discriminator': '3472', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': 'f23fd300d377ab133db1d6ac7db5d10b'}, 'roles': ['1270161018198425675'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2024-08-05T23:26:25.239000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'alexnoriega', 'public_flags': 0, 'primary_guild': None, 'id': '712149973210234900', 'global_name': 'AlexNoriega', 'display_name': 'AlexNoriega', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1052975449652858880'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-16T01:31:52.900000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'jesus9117', 'public_flags': 0, 'primary_guild': None, 'id': '714230174849433691', 'global_name': 'Jesus', 'display_name': 'Jesus', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'f4d07a9910a344dc1027165abccac715'}, 'roles': ['1052975449652858880'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2022-12-30T19:03:47.780000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'dsuniaga', 'public_flags': 0, 'primary_guild': None, 'id': '930893317401628673', 'global_name': 'dsuniaga', 'display_name': 'dsuniaga', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2023-04-22T13:49:29.186000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'shivaruben', 'public_flags': 0, 'primary_guild': None, 'id': '1053822889792643093', 'global_name': 'Ruben', 'display_name': 'Ruben', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1052975449652858880'], 'premium_since': None, 'pending': False, 'nick': '[S]hivaRuben', 'mute': False, 'joined_at': '2022-12-18T00:13:55.327000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'di-motivandote-BOT', 'public_flags': 0, 'primary_guild': None, 'id': '1393434644833370163', 'global_name': None, 'display_name': None, 'discriminator': '1246', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '42d77eb91ed425e53ea8e1dc58cd685f'}, 'roles': ['1393436569867784345'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-12T03:39:27.177116+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1052749073846902864', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-11 23:20:10] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-11 23:20:10] [DEBUG   ] discord.state: Processed a chunk for 12 members in guild ID 1052749073846902864.
[2025-07-11 23:20:12] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-11 23:20:12] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-11 23:20:12] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'MESSAGE_CREATE', 's': 4, 'op': 0, 'd': {'type': 0, 'tts': False, 'timestamp': '2025-07-12T04:20:13.263000+00:00', 'pinned': False, 'nonce': '8558775383276404217', 'mentions': [], 'mention_roles': [], 'mention_everyone': False, 'member': {'roles': ['1393436569867784345'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-12T03:39:27.177116+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, 'id': '1393446830003585025', 'flags': 0, 'embeds': [], 'edited_timestamp': None, 'content': '**"Podemos perdonar fácilmente a un niño que tiene miedo a la oscuridad; la verdadera tragedia de la vida es cuando los hombres tienen miedo a la luz."**\n— *Platón*', 'components': [], 'channel_type': 0, 'channel_id': '1393440797663297597', 'author': {'username': 'di-motivandote-BOT', 'public_flags': 0, 'primary_guild': None, 'id': '1393434644833370163', 'global_name': None, 'display_name_styles': None, 'discriminator': '1246', 'collectibles': None, 'clan': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': '42d77eb91ed425e53ea8e1dc58cd685f'}, 'attachments': [], 'guild_id': '1052749073846902864'}}
[2025-07-11 23:20:12] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-11 23:20:12] [DEBUG   ] discord.client: Dispatching event message
[2025-07-11 23:20:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393440797663297597/messages with {"content":"**\"Podemos perdonar f\u00e1cilmente a un ni\u00f1o que tiene miedo a la oscuridad; la verdadera tragedia de la vida es cuando los hombres tienen miedo a la luz.\"**\n\u2014 *Plat\u00f3n*","components":[],"nonce":"8558775383276404217","enforce_nonce":true,"tts":false} has returned 200
[2025-07-11 23:20:12] [DEBUG   ] discord.http: POST /channels/{channel_id}/messages has found its initial rate limit bucket hash (3df15bae86f6647dd4dfcbd5c6949480).
[2025-07-11 23:20:12] [DEBUG   ] discord.http: POST https://discord.com/api/v10/channels/1393440797663297597/messages has received {'type': 0, 'content': '**"Podemos perdonar fácilmente a un niño que tiene miedo a la oscuridad; la verdadera tragedia de la vida es cuando los hombres tienen miedo a la luz."**\n— *Platón*', 'mentions': [], 'mention_roles': [], 'attachments': [], 'embeds': [], 'timestamp': '2025-07-12T04:20:13.263000+00:00', 'edited_timestamp': None, 'flags': 0, 'components': [], 'id': '1393446830003585025', 'channel_id': '1393440797663297597', 'author': {'id': '1393434644833370163', 'username': 'di-motivandote-BOT', 'avatar': '42d77eb91ed425e53ea8e1dc58cd685f', 'discriminator': '1246', 'public_flags': 0, 'flags': 0, 'bot': True, 'banner': None, 'accent_color': None, 'global_name': None, 'avatar_decoration_data': None, 'collectibles': None, 'display_name_styles': None, 'banner_color': None, 'clan': None, 'primary_guild': None}, 'pinned': False, 'mention_everyone': False, 'tts': False, 'nonce': '8558775383276404217'}
[2025-07-11 23:20:12] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSING: 256>, data=None, extra=None)
[2025-07-11 23:20:12] [DEBUG   ] discord.gateway: Websocket closed with 1000, cannot reconnect.
[2025-07-11 23:20:12] [DEBUG   ] discord.client: Dispatching event disconnect
